r_number,biota,type,lon,lat,time
4247,Rudists,Foraminifera,39.0062,8.636,97.0
2967,Siliceous sponges,Siliceous sponges,11.8446,38.5387,97.0
2640,Rudists,Rudists,-73.7103,20.2632,97.0
2966,Siliceous sponges,Siliceous sponges,11.8446,38.5387,97.0
2010,Rudists,Rudists,70.7517,17.094,97.0
2009,Rudists,Rudists,19.0173,18.3547,97.0
1289,Rudists,Rudists,-5.75007,29.3318,97.0
2008,Rudists,Stromatoporoids,-4.02137,18.7591,97.0
1331,Rudists,Corals,12.2611,24.571,97.0
1330,Rudists,Algae,12.342,24.7395,97.0
1496,Rudists,Stromatoporoids,18.1153,25.5274,97.0
2125,Rudists,Rudists,42.9531,-1.05659,97.0
2601,Corals,Corals,12.8687,40.5976,97.0
2600,Corals,Corals,0.810297,35.0141,97.0
1304,Rudists,Corals,13.404,24.7152,97.0
1303,Rudists,Rudists,1.30336,28.8016,97.0
1293,Corals,Stromatoporoids,6.59434,32.4792,97.0
1291,Rudists,Rudists,-6.47536,28.1228,97.0
2611,Corals,Corals,4.46422,30.2957,97.0
2602,Corals,Corals,29.08,10.4202,97.0
4251,Rudists,Foraminifera,37.83,8.96526,97.0
2260,Stromatoporoids,Rudists,-0.795972,31.9532,97.0
1158,Rudists,Rudists,29.0357,11.3113,97.0
1174,Algae,Rudists,-43.9895,18.8158,97.0
1190,Rudists,Rudists,17.9849,23.8414,97.0
2307,Corals,Corals,13.4944,39.9051,97.0
4250,Rudists,Foraminifera,37.9852,8.85592,97.0
3196,Rudists,Rudists,25.2514,16.6171,97.0
3211,Bryozoans,Bryozoans,2.96424,-6.25168,97.0
3103,Rudists,Stromatoporoids,73.9802,16.5605,102.0
3256,Rudists,Rudists,-63.4849,15.3445,102.0
3289,Corals,Rudists,-169.837,9.49532,102.0
4286,Rudists,Echinoderms,41.2669,3.58611,102.0
1231,Rudists,Corals,-58.1239,27.9939,102.0
4285,Rudists,Corals,41.4148,3.85718,102.0
1178,Rudists,Corals,-63.5668,20.5031,102.0
1261,Rudists,Rudists,-148.06,-12.3359,102.0
1155,Rudists,Rudists,29.8376,10.0468,102.0
1156,Rudists,Rudists,29.7956,9.93677,102.0
1332,Stromatoporoids,Microbes,-0.992658,-10.1335,102.0
3993,Corals,Rudists,-66.1481,17.4386,102.0
1214,Rudists,Corals,-166.069,13.3802,102.0
1205,Rudists,Rudists,-166.274,3.81296,102.0
1204,Rudists,Algae,-164.9,2.80222,102.0
1157,Rudists,Rudists,29.3072,9.04263,102.0
1202,Rudists,Corals,-131.487,-15.6676,102.0
1209,Rudists,Algae,-148.337,-12.7481,102.0
2902,Algae,Algae,-12.2768,-28.2195,102.0
2006,Rudists,Rudists,20.9773,27.6119,107.0
1259,Corals,Corals,-151.069,-11.818,107.0
1297,Corals,Microbes,-55.9064,29.3851,107.0
1263,Rudists,Rudists,-148.638,-13.131,107.0
1145,Corals,Corals,20.9164,26.7122,107.0
1265,Algae,Corals,-143.134,-16.3517,107.0
1345,Corals,Microbes,-69.4226,32.3455,107.0
1299,Corals,Stromatoporoids,-59.149,27.1345,107.0
1944,Rudists,Rudists,-54.6669,0.259582,107.0
1302,Rudists,Rudists,-60.5818,28.6241,107.0
2371,Corals,Corals,17.5799,29.9662,107.0
1166,Rudists,Corals,-60.9192,32.02,107.0
1288,Rudists,Rudists,-2.58075,29.08,107.0
1295,Corals,Microbes,-67.9747,32.7659,107.0
1323,Corals,Algae,6.11303,31.1653,107.0
1322,Algae,Rudists,5.72841,32.5181,107.0
1321,Algae,Rudists,4.76219,32.8259,107.0
2935,Microbes,Microbes,-1.16762,-9.3344,107.0
1320,Rudists,Rudists,4.59921,33.3581,107.0
1307,Corals,Algae,37.2866,-50.8065,107.0
1968,Rudists,Rudists,-2.98615,29.4018,107.0
1257,Rudists,Rudists,-156.107,-11.8707,107.0
1282,Rudists,Microbes,4.19281,31.7193,107.0
1176,Corals,Algae,4.12453,31.6344,107.0
1175,Corals,Algae,3.818,31.8754,107.0
1286,Rudists,Rudists,21.2178,27.7118,107.0
4034,Rudists,Foraminifera,-57.9803,28.7817,107.0
1177,Corals,Calcisponges,4.49931,31.4433,107.0
1298,Corals,Stromatoporoids,-56.9017,28.2699,107.0
1254,Rudists,Corals,-168.531,3.18396,107.0
1228,Corals,Rudists,-57.8457,27.5866,107.0
1227,Rudists,Rudists,-60.8622,19.4251,107.0
1226,Corals,Stromatoporoids,-60.5208,19.0923,107.0
1225,Corals,Stromatoporoids,-60.055,27.5648,107.0
1224,Corals,Stromatoporoids,-60.3744,27.6362,107.0
1223,Rudists,Corals,-53.6612,28.9762,107.0
1222,Rudists,Corals,-54.1568,29.0002,107.0
115,"Serpulids, worms, vermetids",Non-rudist bivalves,-31.6262,74.4055,107.0
3509,Corals,Rudists,18.109,27.435,107.0
1422,Rudists,Rudists,-57.9833,29.905,107.0
1213,Rudists,Corals,-171.173,6.68539,107.0
2685,Corals,Rudists,-70.1126,30.1913,107.0
1211,Rudists,Corals,-168.261,3.99111,107.0
4156,Corals,Algae,35.8712,-50.9094,107.0
4243,Corals,Corals,4.71445,31.8247,107.0
2227,Corals,Rudists,-69.0948,32.1773,107.0
2226,Rudists,Rudists,-67.2536,27.9031,107.0
903,Microbes,Siliceous sponges,3.63976,32.0934,107.0
1232,Rudists,Rudists,-43.9682,21.4324,107.0
2647,Rudists,Corals,-62.4664,20.2109,107.0
116,"Serpulids, worms, vermetids",Non-rudist bivalves,-29.1557,74.5297,107.0
1733,Corals,Corals,3.73901,32.3468,107.0
2699,Corals,Rudists,-58.9695,28.5083,107.0
1300,Rudists,Rudists,-58.8662,30.4642,107.0
1934,Non-rudist bivalves,Non-rudist bivalves,-68.6567,42.3855,107.0
2698,Rudists,Algae,-59.451,28.4269,107.0
112,Non-rudist bivalves,Non-rudist bivalves,-71.3855,57.3787,107.0
3621,Rudists,Corals,-58.9648,28.5244,107.0
2697,Rudists,Rudists,-58.621,28.7744,107.0
1233,Rudists,Rudists,-59.8205,28.4407,107.0
1301,Rudists,Rudists,-62.5084,28.6532,107.0
3531,Rudists,Corals,20.7512,18.3681,107.0
2696,Non-rudist bivalves,Non-rudist bivalves,-59.0332,28.7462,107.0
3530,Rudists,Corals,-62.1395,20.2921,107.0
117,"Serpulids, worms, vermetids",Non-rudist bivalves,-16.5183,71.2321,107.0
3908,Corals,Corals,43.563,34.6926,107.0
2642,Corals,Algae,20.8231,18.259,107.0
2658,Corals,Corals,-66.1999,31.5537,111.0
3225,Corals,Rudists,55.2132,24.8891,111.0
2684,Corals,Stromatoporoids,-66.6196,30.6268,111.0
3290,Algae,Algae,-6.24871,-13.1578,111.0
2350,Rudists,Corals,55.2066,24.1755,111.0
3291,Rudists,Corals,-67.5373,31.4182,111.0
1364,Rudists,Corals,46.4285,-7.44422,111.0
1201,Rudists,Corals,-141.001,-17.8441,111.0
1256,Rudists,Stromatoporoids,-169.981,-4.15104,111.0
2119,Non-rudist bivalves,Rudists,-43.2585,4.4056,111.0
2120,Non-rudist bivalves,Rudists,-43.7161,5.35706,111.0
3817,Corals,Corals,49.7532,-19.1398,111.0
1230,Corals,Rudists,-36.9076,20.3181,111.0
1212,Rudists,Corals,-172.136,5.73026,111.0
1210,Stromatoporoids,Rudists,-151.626,-13.804,111.0
1208,Rudists,Rudists,-168.014,-2.63868,111.0
1200,Rudists,Corals,-138.794,-17.6907,111.0
1207,Rudists,Rudists,-162.854,-8.55604,111.0
1203,Rudists,Algae,-145.159,-18.0054,111.0
3536,Corals,Microbes,10.7985,29.4713,121.0
2899,Algae,Corals,20.2625,-32.8615,121.0
1363,Rudists,Corals,45.3435,-9.9487,121.0
1099,Algae,Algae,-39.4488,21.9388,121.0
1360,Rudists,Microbes,45.1861,-11.0201,121.0
3992,Corals,Corals,-57.4355,17.7363,121.0
1206,Algae,Rudists,-150.783,-18.125,121.0
1938,Rudists,Corals,-55.1234,8.62873,121.0
3475,Rudists,Rudists,44.9271,-9.97202,121.0
1186,Stromatoporoids,Corals,20.4699,31.65,121.0
1098,Rudists,Stromatoporoids,-48.4993,29.5941,121.0
1709,Rudists,Rudists,144.446,51.2215,121.0
1708,Corals,Rudists,144.365,51.0454,121.0
1706,Corals,Rudists,23.5555,18.9734,121.0
2489,Rudists,Corals,-57.3359,17.801,121.0
3620,Corals,Stromatoporoids,16.5779,33.8545,121.0
2057,Stromatoporoids,Calcisponges,-25.3403,32.6127,121.0
1783,Rudists,Microbes,45.9489,-10.0652,121.0
2900,Corals,"Serpulids, worms, vermetids",20.9721,-32.46,121.0
1215,Algae,Algae,-144.882,-19.7438,121.0
2683,Corals,Non-rudist bivalves,-63.2555,30.6657,121.0
1216,Corals,Algae,142.13,53.1876,121.0
3119,,,22.8872,26.4391,121.0
3900,Rudists,Rudists,-52.7396,26.8679,121.0
3508,Corals,Corals,22.4338,28.1616,121.0
2450,Corals,Corals,12.0771,30.687,121.0
1221,Corals,Rudists,10.4035,32.9204,121.0
2656,Corals,Calcisponges,-28.8926,9.55967,121.0
1229,Corals,Corals,-32.8163,20.4478,121.0
2224,Rudists,Rudists,-46.9059,28.96,121.0
1097,Corals,Corals,26.4163,24.4207,121.0
2912,Corals,Rudists,-31.0784,24.7939,121.0
1220,Corals,Microbes,9.41488,32.6092,121.0
3529,Corals,Microbes,28.372,28.6145,121.0
4195,Rudists,Foraminifera,29.0128,6.66256,121.0
2007,Rudists,Rudists,9.61554,33.0292,121.0
4375,Corals,Rudists,13.1032,19.9274,121.0
2380,Rudists,Corals,45.1739,-10.0169,121.0
4304,Corals,Algae,26.3824,24.5123,121.0
2153,,,-12.8964,-49.2862,121.0
1281,Corals,Rudists,10.3468,33.0823,121.0
1283,Corals,Stromatoporoids,21.2299,31.5405,121.0
1950,Corals,Stromatoporoids,21.1869,31.5491,121.0
2370,Rudists,Microbes,16.2212,22.4148,121.0
1314,Corals,Stromatoporoids,26.2499,22.56,121.0
1170,Corals,Algae,42.7784,-7.01298,121.0
1169,Rudists,Microbes,41.4708,-7.55443,121.0
1168,Rudists,Stromatoporoids,41.648,-8.48979,121.0
1967,Rudists,Microbes,2.75312,32.064,121.0
2346,Rudists,Rudists,58.1161,24.7687,121.0
1315,Corals,Stromatoporoids,21.9822,28.9723,121.0
1977,Corals,Stromatoporoids,12.8149,20.7176,121.0
1255,Rudists,Rudists,-170.905,-8.90693,121.0
1945,Rudists,Rudists,-29.1389,9.38877,121.0
3440,Corals,Corals,23.181,18.5749,121.0
3439,Corals,Algae,23.7357,18.9261,121.0
3523,Rudists,Rudists,18.912,24.7188,121.0
3551,Corals,Microbes,9.93934,29.1729,121.0
2002,Rudists,Microbes,21.536,29.5134,121.0
1260,Rudists,Rudists,-151.528,-17.978,121.0
1262,Rudists,Rudists,-150.827,-18.0427,121.0
1333,Rudists,Microbes,42.628,-8.09367,121.0
1258,Corals,Algae,-153.457,-17.008,121.0
2201,Rudists,Microbes,43.1737,-10.7952,121.0
1185,Corals,Calcisponges,20.7225,31.4133,121.0
1264,Rudists,Rudists,-144.928,-21.4245,121.0
2003,Rudists,Rudists,144.679,3.62962,121.0
1969,Corals,Algae,29.9379,27.2485,127.0
1970,Rudists,Rudists,26.3738,24.0955,127.0
2335,Corals,Algae,63.1396,32.4401,127.0
1965,Corals,Non-rudist bivalves,15.4665,34.1454,127.0
1973,Corals,Rudists,49.6551,34.7993,127.0
4007,Corals,Corals,32.6923,34.2605,127.0
3070,Corals,Algae,15.447,33.7118,127.0
3568,Rudists,Corals,15.4519,34.1452,127.0
3315,Calcisponges,Microbes,-54.0743,24.8894,127.0
2082,Corals,Corals,-43.5394,-12.8022,127.0
3313,Microbes,Siliceous sponges,-54.0743,24.8894,127.0
4008,Corals,,28.0854,22.0443,127.0
3374,Corals,Stromatoporoids,20.7051,32.4261,127.0
4013,Corals,,33.3005,34.2372,127.0
3314,Siliceous sponges,Calcisponges,-54.0743,24.8894,127.0
3001,Corals,Algae,18.0917,-31.8839,127.0
3686,Corals,Corals,60.4289,33.4072,127.0
1328,Corals,Rudists,15.5012,33.8959,127.0
3685,Corals,Algae,49.9056,29.8084,127.0
1284,Foraminifera,Foraminifera,16.8784,36.5045,127.0
2901,Corals,Algae,18.0917,-31.8839,127.0
1172,Algae,Corals,-30.5993,18.7726,127.0
1327,Corals,Corals,15.8291,35.3682,127.0
1319,Corals,Corals,-36.7593,-23.9485,127.0
1324,Corals,Bryozoans,14.3993,38.9702,131.0
1144,Corals,Stromatoporoids,24.8073,28.3569,131.0
4123,Corals,Non-rudist bivalves,-35.9292,-36.7235,131.0
2355,Corals,Algae,59.6216,33.69,131.0
2591,Stromatoporoids,Corals,7.43939,29.2581,131.0
1966,Corals,Stromatoporoids,1.10221,32.5778,131.0
2590,Corals,Stromatoporoids,7.80155,29.4696,131.0
2842,Corals,Algae,9.59678,30.6133,131.0
1340,Rudists,Corals,44.3889,-9.48538,131.0
3665,Corals,Algae,40.0746,37.1084,131.0
1361,Microbes,Corals,44.6612,-10.4757,131.0
1325,Corals,Siliceous sponges,13.8364,38.7892,131.0
1326,Corals,Siliceous sponges,12.9989,38.2696,131.0
3994,Corals,Stromatoporoids,48.3159,35.4962,131.0
3995,Corals,Corals,48.6064,35.5823,131.0
3996,Corals,Algae,47.7435,35.6963,131.0
1972,Corals,Stromatoporoids,48.458,35.9687,131.0
1971,Corals,Stromatoporoids,48.7921,35.6557,131.0
3312,Siliceous sponges,Microbes,-53.9924,24.1734,131.0
3619,Stromatoporoids,Stromatoporoids,14.8499,34.0295,131.0
1362,Microbes,Stromatoporoids,44.0674,-9.49442,131.0
3618,Corals,Stromatoporoids,15.1628,33.888,131.0
3617,Stromatoporoids,Stromatoporoids,15.0758,33.869,131.0
3364,Corals,Algae,9.59678,30.6133,131.0
2315,Corals,Microbes,1.11878,32.2247,131.0
2915,,,14.6614,36.0176,136.0
2657,Corals,Corals,-51.9752,15.1516,136.0
2639,Rudists,Rudists,14.628,34.2652,136.0
3074,Stromatoporoids,Corals,38.368,1.67493,136.0
3926,Corals,Microbes,25.396,24.144,136.0
3515,Corals,Stromatoporoids,39.9471,37.6713,136.0
3658,Corals,Stromatoporoids,21.1355,31.2339,136.0
3112,Stromatoporoids,Corals,38.4269,1.22461,136.0
1140,Corals,Stromatoporoids,-47.9442,26.816,136.0
2831,Stromatoporoids,Corals,15.2397,34.6522,136.0
1343,Corals,Corals,59.1879,34.6315,136.0
4342,Corals,Corals,5.53286,29.5583,136.0
1948,Corals,Corals,-32.3182,-43.8091,136.0
3142,Corals,Non-rudist bivalves,75.8602,23.4325,136.0
2834,Stromatoporoids,Algae,28.3888,25.4929,136.0
2919,,,22.9347,25.41,136.0
2118,,,59.1819,34.4778,136.0
114,Siliceous sponges,Tubiphytes,-13.6096,35.1464,136.0
2921,Corals,Algae,40.2138,37.5144,136.0
1173,Algae,Corals,-29.1762,17.667,142.0
2636,Corals,Algae,39.2839,37.5972,142.0
2117,,,59.0959,34.745,142.0
1342,Corals,Corals,59.0887,35.0823,142.0
3019,,,-36.781,18.4041,142.0
3020,,,-39.4638,22.8203,142.0
3075,Siliceous sponges,Siliceous sponges,38.2786,1.9519,142.0
3516,Corals,Algae,39.6492,37.9387,142.0
1387,Non-rudist bivalves,Non-rudist bivalves,-72.4061,44.7703,142.0
4186,Corals,Stromatoporoids,19.129,34.5247,142.0
4279,Corals,Bryozoans,24.7928,41.3672,142.0
3378,Corals,Corals,39.8223,38.075,142.0
3143,Bryozoans,Bryozoans,39.4506,37.9512,142.0
3514,Stromatoporoids,Corals,39.3861,37.7089,142.0
1386,Non-rudist bivalves,Non-rudist bivalves,-68.8829,46.4107,142.0
1143,Corals,Stromatoporoids,24.5497,29.4235,142.0
3517,Corals,Corals,40.0238,38.0462,142.0
1152,Stromatoporoids,Algae,21.7836,27.0777,142.0
3925,Corals,Microbes,25.1698,24.7808,142.0
1091,Corals,Algae,28.5567,26.0982,145.0
590,"Serpulids, worms, vermetids","Serpulids, worms, vermetids",17.1856,43.88,145.0
3246,Stromatoporoids,Corals,-0.113684,37.5611,145.0
3527,Corals,Corals,28.7756,42.1751,145.0
3243,Corals,Stromatoporoids,137.511,40.9175,145.0
591,"Serpulids, worms, vermetids",Microbes,15.0019,44.0579,145.0
3336,Stromatoporoids,Corals,134.834,40.0238,145.0
2918,Corals,Corals,22.7885,26.0688,145.0
582,Corals,Calcisponges,-2.81256,29.026,145.0
2920,,,40.3642,38.495,145.0
3443,Stromatoporoids,Corals,39.687,37.8492,145.0
1271,Microbes,Microbes,15.5624,25.7624,145.0
603,Stromatoporoids,Corals,19.5141,27.9207,145.0
2832,Stromatoporoids,Stromatoporoids,21.5622,33.975,145.0
1146,Algae,Rudists,14.1783,23.4665,145.0
1147,Corals,Microbes,14.0797,23.4387,145.0
3018,Corals,Corals,-37.6806,-15.3758,145.0
240,Corals,Stromatoporoids,135.517,40.2331,145.0
2833,Corals,Stromatoporoids,15.0973,34.9409,145.0
2913,Corals,Corals,27.5565,27.9173,145.0
515,Corals,Stromatoporoids,22.3784,27.4583,145.0
635,Corals,Corals,-19.1953,32.7624,145.0
518,Stromatoporoids,Corals,25.8153,25.8574,148.0
1309,Rudists,Rudists,39.8601,38.5347,148.0
521,Stromatoporoids,Corals,25.3449,25.0507,148.0
1272,Corals,Stromatoporoids,15.7364,25.8467,148.0
3920,Corals,,45.8107,37.7466,148.0
3222,Siliceous sponges,Microbes,18.7633,40.7436,148.0
638,Corals,Corals,49.5088,37.6767,148.0
3228,Corals,Siliceous sponges,17.8886,40.4779,148.0
2048,Corals,Stromatoporoids,143.28,44.8903,148.0
3413,Corals,Corals,19.1904,40.6845,148.0
3232,Corals,Microbes,28.5056,27.5051,148.0
109,Corals,Siliceous sponges,-12.7245,35.2009,148.0
110,Corals,Corals,-12.4068,35.4335,148.0
2917,Corals,Rudists,4.92116,29.7947,148.0
3484,Corals,Stromatoporoids,0.345557,31.7362,148.0
2321,Microbes,Microbes,31.6527,-12.829,148.0
453,Corals,Algae,24.7998,41.8901,148.0
3441,Corals,Corals,27.0217,42.1943,148.0
523,Stromatoporoids,Corals,25.1482,27.3909,148.0
517,Corals,Stromatoporoids,25.8752,26.0676,148.0
452,Corals,Stromatoporoids,23.7591,41.1287,148.0
451,Corals,Corals,23.4614,41.2919,148.0
3304,Corals,Algae,25.1675,42.0849,148.0
447,Microbes,Non-rudist bivalves,-26.1865,-61.7996,148.0
1949,Stromatoporoids,Corals,-31.5451,-43.0449,148.0
522,Stromatoporoids,Corals,24.6386,25.7832,148.0
2750,Corals,Non-rudist bivalves,0.373886,33.8742,148.0
4039,Corals,Calcisponges,17.9525,28.9643,148.0
411,Corals,Microbes,18.887,40.6671,148.0
1726,Corals,Siliceous sponges,17.7656,40.2373,148.0
1090,Algae,Algae,12.851,35.1186,148.0
3184,Corals,Corals,18.0557,40.5538,148.0
484,Tubiphytes,Siliceous sponges,18.5564,40.6317,148.0
516,Corals,Stromatoporoids,25.9122,26.5245,148.0
519,Stromatoporoids,Corals,25.3287,26.2951,148.0
2070,Corals,Stromatoporoids,23.5754,40.1084,148.0
2916,Corals,Corals,14.4095,34.0276,148.0
585,Non-rudist bivalves,Algae,7.0451,41.9625,148.0
3683,Corals,Stromatoporoids,46.6364,32.7725,148.0
3073,Corals,Stromatoporoids,31.5579,11.0729,148.0
3684,Corals,Stromatoporoids,47.8714,32.4363,148.0
4236,Corals,Stromatoporoids,13.8914,34.0583,148.0
520,Stromatoporoids,Corals,25.5777,26.0928,148.0
3183,Corals,Siliceous sponges,17.4947,40.3398,148.0
483,Tubiphytes,Tubiphytes,18.5755,39.981,148.0
501,Corals,Stromatoporoids,7.2964,32.014,154.0
3249,Corals,Non-rudist bivalves,-0.179665,31.8828,154.0
3248,Siliceous sponges,Microbes,17.7733,39.9579,154.0
3158,Stromatoporoids,Corals,21.3797,31.1139,154.0
1138,Stromatoporoids,Corals,15.628,26.5715,154.0
540,Corals,Stromatoporoids,86.6698,14.1418,154.0
3159,Stromatoporoids,Corals,21.5567,31.0698,154.0
587,Siliceous sponges,Microbes,19.8166,40.5721,154.0
2259,Corals,Corals,30.6168,28.7215,154.0
2283,Corals,Microbes,104.054,11.3925,154.0
2660,Siliceous sponges,Corals,-46.2904,25.999,154.0
2127,Corals,Corals,33.8892,-12.7973,154.0
4113,Siliceous sponges,Corals,33.4893,24.0298,154.0
4196,Corals,Algae,30.0404,-20.0025,154.0
1365,Microbes,Corals,44.0689,-8.49982,154.0
1136,Corals,Corals,73.8749,25.1772,154.0
2168,Corals,Corals,29.7137,42.3695,154.0
2167,Corals,Algae,30.9172,27.7787,154.0
3017,Corals,Corals,-37.9513,-14.4599,154.0
2365,,,-45.8227,26.2047,154.0
3916,Corals,,21.4083,31.4188,154.0
539,Corals,Corals,48.7359,-43.2506,154.0
538,Corals,Corals,91.866,14.8713,154.0
2200,Stromatoporoids,Corals,37.8845,-1.21522,154.0
239,Siliceous sponges,Microbes,18.0247,39.8784,154.0
511,Corals,Stromatoporoids,22.7501,27.2269,154.0
512,Corals,Stromatoporoids,22.4651,28.1903,154.0
2755,Corals,Bryozoans,0.708304,33.5665,154.0
1964,Corals,Corals,13.0597,34.9505,154.0
3076,Corals,Algae,29.0163,25.8273,154.0
502,Microbes,Corals,7.60165,31.7543,154.0
500,Corals,Algae,7.48093,31.9115,154.0
4283,Corals,Calcisponges,27.6449,26.5294,154.0
1151,Stromatoporoids,Corals,22.2437,27.4521,154.0
1150,Stromatoporoids,Corals,21.1352,33.1566,154.0
1153,Corals,Stromatoporoids,14.6188,37.4618,154.0
3079,Corals,Stromatoporoids,117.004,-0.487032,154.0
3922,Corals,,21.6505,18.5296,154.0
3080,Corals,Corals,108.831,0.82631,154.0
3081,Corals,Stromatoporoids,108.831,0.82631,154.0
2757,Siliceous sponges,Microbes,17.2846,39.4943,154.0
2754,Corals,Siliceous sponges,0.771132,33.4613,154.0
503,Microbes,Siliceous sponges,0.74604,33.5292,154.0
2914,,,15.8007,34.379,154.0
541,Corals,Corals,76.3755,17.4814,154.0
568,Microbes,Stromatoporoids,29.1841,-10.0202,154.0
1142,Corals,Microbes,8.65206,37.1349,154.0
586,Corals,Microbes,19.5043,40.849,154.0
407,Corals,Corals,7.89258,33.3702,154.0
406,Corals,Stromatoporoids,7.78141,33.9384,154.0
2083,Corals,Corals,-41.5989,11.2415,154.0
3483,Corals,Non-rudist bivalves,0.724828,31.4361,154.0
248,Stromatoporoids,Corals,23.0536,33.5072,154.0
4377,Corals,Algae,8.62722,32.6346,154.0
3480,Corals,Calcisponges,-11.4783,34.5192,154.0
2855,Stromatoporoids,Corals,-6.8426,27.7539,154.0
2752,Corals,Siliceous sponges,-46.2852,26.4368,154.0
504,Corals,Siliceous sponges,0.814912,31.3555,154.0
247,Stromatoporoids,Corals,23.0136,33.5373,154.0
3082,Corals,Corals,120.293,-0.361933,154.0
3489,Corals,Algae,26.5586,42.9646,154.0
3012,,,-25.2597,28.84,154.0
2997,Corals,Stromatoporoids,123.812,11.7449,154.0
2998,,,49.3791,35.7617,154.0
2999,Corals,Corals,74.2442,37.2644,154.0
3498,Corals,Stromatoporoids,111.755,0.423069,154.0
3497,Corals,Corals,118.849,0.310702,154.0
470,Corals,Algae,22.5237,33.597,154.0
3002,Corals,Corals,16.8958,-29.5441,154.0
3004,Corals,Corals,-55.7558,27.2482,154.0
3005,Corals,Corals,23.9111,46.6701,154.0
465,Corals,Corals,10.1929,33.9991,154.0
594,,,-22.6645,30.425,154.0
593,,,-22.6645,30.425,154.0
459,Corals,Corals,14.7732,37.5363,154.0
499,Corals,Stromatoporoids,0.465849,31.5584,154.0
602,Stromatoporoids,Corals,19.7662,27.8957,154.0
2996,Corals,Stromatoporoids,117.004,-0.487032,154.0
3118,Stromatoporoids,Corals,22.5745,29.1843,154.0
1728,Siliceous sponges,Microbes,18.8643,41.4636,154.0
3442,Stromatoporoids,Microbes,39.7645,38.1094,154.0
3710,Corals,Stromatoporoids,6.89956,25.3264,154.0
632,Algae,Corals,27.3649,42.1959,154.0
631,Algae,Corals,27.8162,42.2865,154.0
3499,Stromatoporoids,Stromatoporoids,110.584,1.23146,154.0
3682,Corals,Corals,47.6641,32.4512,154.0
3681,Corals,Corals,47.0176,32.8374,154.0
3122,,,45.3333,37.6361,154.0
4329,Siliceous sponges,Microbes,26.1257,41.5403,154.0
628,Corals,Non-rudist bivalves,146.174,52.4473,154.0
532,Corals,Stromatoporoids,87.2288,16.0029,154.0
627,Corals,Non-rudist bivalves,145.628,47.9488,154.0
485,Corals,Microbes,0.849693,33.5759,154.0
3116,Stromatoporoids,Corals,22.1498,31.1739,154.0
3117,Stromatoporoids,Corals,22.6464,28.5843,154.0
482,Microbes,Siliceous sponges,18.621,39.9604,154.0
630,Algae,Corals,26.7925,42.9514,154.0
2765,Calcisponges,Corals,8.44693,30.5892,154.0
458,Corals,Corals,14.4268,36.9346,154.0
3680,Corals,Corals,47.3788,32.7135,154.0
2746,Corals,Microbes,0.755984,33.5437,154.0
498,Microbes,Siliceous sponges,0.647167,31.4536,154.0
3679,Corals,Corals,51.4919,35.3337,154.0
3678,Corals,Corals,51.218,35.3637,154.0
536,Corals,Stromatoporoids,91.7331,22.9235,154.0
2747,Corals,Corals,7.56973,31.864,154.0
3125,Non-rudist bivalves,"Serpulids, worms, vermetids",18.1549,43.3927,154.0
2759,Siliceous sponges,Microbes,17.9128,39.866,154.0
2758,Siliceous sponges,Microbes,17.3374,39.9821,154.0
3007,,,-25.8786,15.3288,154.0
537,Corals,Corals,91.866,14.8713,154.0
3293,Corals,Algae,34.419,37.3832,154.0
606,Corals,Corals,-49.8578,19.0391,154.0
3008,,,-28.4603,18.0888,154.0
3009,,,-28.2391,20.0778,154.0
3010,,,-27.4885,22.5177,154.0
3011,,,-27.3683,25.5233,154.0
2764,Non-rudist bivalves,Algae,7.87593,30.3223,154.0
497,Corals,Stromatoporoids,0.739744,33.4939,154.0
3493,Corals,Corals,26.2777,43.0915,154.0
3494,Corals,Stromatoporoids,118.549,0.0941381,154.0
3496,Stromatoporoids,Stromatoporoids,118.934,-0.367115,154.0
2483,Corals,Corals,34.6722,38.1525,154.0
2763,Non-rudist bivalves,Algae,8.02934,30.5162,154.0
2822,Stromatoporoids,Corals,22.9114,22.4173,154.0
3495,Corals,Stromatoporoids,118.681,0.220496,154.0
2116,,,59.4027,35.399,154.0
2762,Corals,Non-rudist bivalves,8.02934,30.5162,154.0
3186,Corals,Corals,16.048,43.7361,154.0
4376,Corals,Foraminifera,8.65899,32.483,154.0
2760,Siliceous sponges,Microbes,19.0013,40.3685,154.0
1714,Corals,Corals,29.8265,42.1278,154.0
1713,Corals,Corals,29.4561,42.5986,154.0
2761,Non-rudist bivalves,Corals,0.709196,33.5277,154.0
4155,Corals,Foraminifera,34.1291,-2.47757,160.0
3173,Corals,Non-rudist bivalves,9.9462,39.9132,160.0
3185,Corals,Corals,17.7591,43.4271,160.0
902,Microbes,Siliceous sponges,26.5813,41.9444,160.0
4154,Corals,Calcisponges,34.1782,-2.84844,160.0
4157,Corals,Foraminifera,33.9424,-1.75722,160.0
4153,Stromatoporoids,Corals,34.1084,-3.07063,160.0
3674,Corals,Stromatoporoids,51.6626,35.4465,160.0
3111,Stromatoporoids,Stromatoporoids,21.1792,32.6163,160.0
3160,Corals,Corals,14.8971,39.5331,160.0
1339,Corals,Corals,16.4402,38.3528,160.0
581,Stromatoporoids,Corals,-47.0908,27.4964,160.0
4020,Corals,,14.8109,38.4242,160.0
4015,,,71.5001,35.8065,160.0
4014,Corals,,71.7128,36.0795,160.0
637,Siliceous sponges,Microbes,50.4072,37.5802,160.0
2766,Microbes,Microbes,-35.7468,23.2357,160.0
2144,Corals,Microbes,9.77317,41.8588,160.0
