r_number,biota,type,lon,lat,time
3985,Corals,Algae,-157.678,-19.8391,0.0
4061,Algae,Non-rudist bivalves,17.1081,39.0983,0.0
3963,Corals,Algae,45.3596,2.06332,0.0
3971,Corals,Algae,-157.682,21.4276,0.0
3812,Corals,Algae,125.005,24.9285,0.0
3811,Corals,Algae,-81.5732,24.6678,0.0
3810,Corals,Corals,114.616,-28.9,0.0
3809,Corals,Algae,131.175,25.4492,0.0
3807,Corals,Algae,57.4306,-20.3681,0.0
3806,Corals,Algae,46.2587,-9.51014,0.0
3804,Corals,Algae,145.252,-15.7309,0.0
3803,Corals,Algae,145.67,-15.6471,0.0
3802,Corals,Algae,39.9932,15.1467,0.0
3964,Corals,Algae,42.5262,0.346673,0.0
4275,"Serpulids, worms, vermetids",Non-rudist bivalves,-118.41,33.5,0.0
3801,Corals,Algae,-74.5065,24.0341,0.0
3404,Corals,Corals,114.317,-22.45,0.0
3269,Corals,Corals,120.059,22.6917,0.0
3814,Corals,Algae,-87.1103,20.5795,0.0
3820,Corals,Algae,-59.5276,13.0668,0.0
4078,Corals,Corals,33.5371,26.5676,0.0
3238,Corals,Algae,-69.5109,18.4169,0.0
3750,Corals,Algae,-87.9897,17.0018,0.0
4077,Corals,Corals,36.1161,19.2465,0.0
3959,Corals,Algae,167.169,-16.0509,0.0
3960,Corals,Algae,167.686,-16.351,0.0
3961,Corals,Algae,167.369,-16.2176,0.0
3819,Corals,Algae,-64.611,11.8501,0.0
3818,Corals,Corals,72.9749,4.28326,0.0
3816,Corals,,112.88,9.53914,0.0
3255,Corals,Algae,-157.932,21.3109,0.0
4065,Corals,Algae,-59.3286,13.1604,0.0
3962,Corals,Algae,125.054,24.7388,0.0
3815,Corals,Algae,-76.3109,17.867,0.0
3813,Corals,Corals,34.5666,29.2856,0.0
3372,Corals,Corals,9.60696,43.2237,0.0
3980,Corals,Algae,167.02,-15.6675,0.0
3981,Corals,Algae,-80.0895,19.6513,0.0
3344,Corals,Algae,163.197,11.1293,0.0
3982,Corals,Algae,-148.384,-18.0208,0.0
3544,Corals,Algae,69.0026,22.4022,0.0
3983,Corals,Algae,-148.549,-18.3214,0.0
3984,Corals,Algae,-148.836,-17.9773,0.0
3986,Corals,Algae,-157.773,-20.1851,0.0
3987,Corals,Algae,-157.027,-20.3288,0.0
4010,Corals,Algae,167.904,-22.2229,0.0
4009,Corals,Algae,167.88,-21.5631,0.0
3988,Corals,Algae,53.9031,26.4469,0.0
3989,Corals,Algae,56.2087,26.972,0.0
3990,Corals,Algae,-110.934,25.298,0.0
3991,Algae,Algae,-25.1021,36.9667,0.0
3967,Corals,Algae,45.1427,-12.8034,0.0
3979,Corals,Algae,167.414,-22.5799,0.0
3978,Corals,Algae,166.464,-22.5135,0.0
3751,Corals,Algae,-69.061,12.2835,0.0
3972,Corals,Algae,-155.377,20.5004,0.0
3800,Corals,Algae,-77.3275,18.5003,0.0
4242,Corals,Foraminifera,112.2,16.51,0.0
3973,Algae,Algae,-156.666,20.6444,0.0
3965,Corals,Algae,55.7257,-4.32056,0.0
3974,Corals,Algae,167.213,-20.9133,0.0
3237,Corals,Algae,147.587,-6.12609,0.0
3975,Corals,Algae,167.213,-20.9133,0.0
3976,Corals,Algae,166.129,-20.447,0.0
3977,Corals,Algae,166.439,-22.7554,0.0
3966,Corals,Algae,43.6257,-23.4033,0.0
3353,Corals,Algae,40.0928,-3.26998,0.0
3352,Corals,Algae,39.6928,-4.00327,0.0
4031,Corals,Corals,16.9982,39.9983,0.0
3752,Corals,Algae,-81.2395,19.3347,0.0
3533,Corals,Algae,115.499,-32.0335,0.0
3236,Corals,Algae,147.804,-6.35961,0.0
4217,Bryozoans,Bryozoans,21.2215,50.3724,0.0
3970,Corals,Algae,-157.582,21.1184,0.0
3951,Corals,Algae,-148.786,-17.9604,0.0
3954,Corals,Algae,124.541,-8.16515,0.0
3930,Corals,Algae,33.4971,27.9309,0.0
3931,Corals,Algae,33.5804,27.6476,0.0
3953,Corals,Algae,124.599,-8.15253,0.0
3968,Corals,Algae,43.3931,12.0634,0.0
4169,Corals,Algae,59.1083,22.537,0.0
3932,Corals,Algae,127.553,26.5119,0.0
4170,Corals,Corals,-80.1108,25.1271,0.0
3933,Corals,Algae,127.509,26.2034,0.0
3952,Corals,Algae,-64.7559,32.267,0.0
3934,Corals,Algae,129.914,28.3376,0.0
4097,Corals,Algae,152.214,-23.5439,0.0
3936,Corals,,-111.267,26.0812,0.0
3938,Corals,Corals,113.383,-24.083,0.0
3939,Corals,,113.699,-28.4664,0.0
3940,Corals,Corals,114.916,-29.3001,0.0
3941,Corals,Corals,130.011,28.3375,0.0
3942,Algae,Algae,27.831,35.9146,0.0
3943,Corals,Algae,-87.8064,18.1184,0.0
3944,Corals,Corals,-88.0898,16.8185,0.0
3945,Corals,,118.919,10.2001,0.0
3946,Corals,,124.026,10.3154,0.0
3947,Corals,,123.884,9.57182,0.0
3948,Corals,,123.759,9.54872,0.0
3949,Corals,,-73.5935,21.0235,0.0
3950,Corals,,-73.7067,21.0175,0.0
3937,Corals,Corals,114.101,-21.8332,0.0
4095,Corals,Algae,152.544,-23.2938,0.0
4093,Corals,Microbes,147.222,-18.1847,0.0
3904,Corals,,16.1895,39.5455,0.0
4079,Corals,Algae,33.5135,26.5488,0.0
4080,Corals,Corals,33.9933,26.3087,0.0
3,Corals,Algae,124.25,24.3333,0.0
4081,Corals,Corals,34.017,26.3276,0.0
3957,Corals,Algae,166.687,-13.4841,0.0
3969,Corals,Algae,-158.032,21.5943,0.0
4146,Corals,Corals,146.3,-19.06,0.0
4082,Corals,Corals,34.2629,25.4486,0.0
4083,Corals,Corals,34.2629,25.4486,0.0
3905,Corals,Algae,177.964,-30.3311,0.0
4094,Algae,Corals,148.392,-19.2045,0.0
3451,Corals,Algae,128.439,27.4651,0.0
3452,Corals,Algae,128.819,27.8513,0.0
3450,Corals,Algae,128.439,27.4651,0.0
3956,Corals,Algae,166.648,-13.7066,0.0
3453,Corals,Algae,128.819,27.8513,0.0
3454,Corals,Algae,128.292,27.1306,0.0
3906,Corals,Algae,-127.926,-24.5184,0.0
3955,Corals,Algae,166.553,-13.184,0.0
3958,Corals,Algae,167.02,-15.6175,0.0
4163,Corals,Corals,-61.0686,16.294,0.0
3602,Corals,Algae,-78.6796,24.6934,0.0
4211,,,120.451,-17.5303,4.0
3580,Corals,Algae,-0.832103,35.2291,4.0
3161,Corals,Corals,-155.817,19.8673,4.0
2147,Corals,Algae,165.847,-24.4477,4.0
3581,Corals,Algae,-3.84701,35.0656,4.0
3151,Corals,Algae,131.95,25.8799,4.0
3582,Corals,Algae,-2.88285,34.9092,4.0
2655,Corals,Algae,-175.19,-22.9729,4.0
3586,Corals,Corals,123.937,-9.42314,4.0
3579,Corals,Algae,-0.43117,35.3765,4.0
3205,Corals,Algae,18.1397,39.6344,4.0
1731,Microbes,Bryozoans,12.5658,37.6121,4.0
2470,Corals,Non-rudist bivalves,-2.54248,36.9676,4.0
3239,Corals,Algae,-75.923,17.8988,4.0
3240,Corals,Corals,-76.1288,18.1996,4.0
3242,Corals,Corals,-77.094,18.4809,4.0
3244,Non-rudist bivalves,Non-rudist bivalves,130.956,32.555,4.0
4074,Corals,Foraminifera,-11.4871,51.227,4.0
3252,Corals,Bryozoans,-4.69371,33.6045,4.0
2565,Non-rudist bivalves,Non-rudist bivalves,-6.44434,36.5918,4.0
2397,Corals,Corals,-114.661,32.8037,4.0
2378,Corals,Corals,-77.7351,24.705,4.0
3600,Corals,Corals,-81.5844,9.23229,4.0
3599,Corals,Corals,-81.7178,9.29872,4.0
3598,Corals,Corals,-82.5936,9.94069,4.0
3597,Corals,Algae,-82.5358,9.90898,4.0
3285,Corals,Corals,125.036,24.9281,4.0
3286,Corals,Corals,122.707,24.5857,4.0
3287,Corals,Corals,123.875,24.5737,4.0
3288,Corals,Corals,123.466,24.1995,4.0
3206,Algae,Algae,18.1223,39.5511,4.0
3902,Corals,Algae,-70.4763,19.5554,4.0
4035,"Serpulids, worms, vermetids",Algae,0.193745,40.8719,4.0
3578,Corals,Algae,-1.39594,35.4495,4.0
3241,Corals,Corals,-76.1526,18.1965,4.0
3808,Corals,Algae,131.678,25.3986,4.0
2676,Corals,"Serpulids, worms, vermetids",33.1104,35.0008,4.0
2036,Corals,Corals,145.515,-11.1004,4.0
806,Corals,Algae,12.3286,35.3134,4.0
2034,Corals,Algae,160.696,-13.4759,4.0
805,Corals,Algae,-136.471,-18.4152,4.0
802,Corals,Algae,-141.001,-18.5013,4.0
799,Corals,Algae,-142.034,-17.7412,4.0
796,Corals,Algae,-142.581,-18.9202,4.0
793,Corals,Algae,-142.951,-17.5779,4.0
774,Corals,Algae,170.995,7.4691,4.0
3460,Non-rudist bivalves,Non-rudist bivalves,139.666,-36.3747,4.0
3459,Non-rudist bivalves,Non-rudist bivalves,139.084,-36.4766,4.0
3458,Non-rudist bivalves,Non-rudist bivalves,139.001,-36.9435,4.0
744,,,149.839,-26.3525,4.0
741,Corals,Algae,146.045,-25.1674,4.0
705,Corals,Algae,-78.4864,24.712,4.0
704,Corals,Algae,-77.4591,25.217,4.0
692,Corals,Corals,-75.8818,36.4022,4.0
674,Corals,Bryozoans,-4.8908,33.8892,4.0
669,Corals,Corals,-3.22835,35.3282,4.0
4370,Corals,,112.125,16.7566,4.0
665,Corals,Microbes,-2.39528,37.0854,4.0
4368,Corals,Algae,112.125,16.7566,4.0
835,Corals,Non-rudist bivalves,176.044,-43.7729,4.0
964,Corals,Algae,10.6958,43.2234,4.0
965,Corals,Algae,10.2807,43.2592,4.0
966,Corals,Algae,12.5658,37.6121,4.0
2080,Corals,Algae,-148.642,-18.1956,4.0
2079,Corals,Algae,43.6761,-13.4084,4.0
967,Corals,Algae,13.3313,37.6908,4.0
968,Corals,Algae,13.8624,37.6044,4.0
979,Corals,Corals,36.9282,20.8034,4.0
2923,,,-12.9102,52.3499,4.0
988,Bryozoans,Siliceous sponges,125.31,-41.0925,4.0
900,Corals,Microbes,-1.05208,38.3417,4.0
899,Corals,Algae,-1.06264,35.4806,4.0
896,Algae,Algae,-61.2359,17.6708,4.0
894,Corals,Algae,111.332,16.1971,4.0
989,Bryozoans,Siliceous sponges,124.02,-41.0731,4.0
2052,Corals,Corals,127.298,26.4991,4.0
2051,Corals,Corals,129.63,28.5946,4.0
4332,Corals,Non-rudist bivalves,119.428,5.18036,4.0
2047,Corals,Corals,111.975,-7.50228,4.0
2043,Corals,Corals,109.867,-7.18255,4.0
664,Corals,Algae,-2.6472,37.2842,4.0
739,Corals,Algae,142.11,-17.0533,4.0
3589,Corals,Corals,111.103,-7.35999,4.0
2695,Corals,Foraminifera,117.926,3.24949,4.0
1979,Corals,Algae,-1.56593,35.0839,4.0
2943,Corals,Corals,128.124,-3.35718,4.0
2944,Corals,Corals,124.992,-9.67637,4.0
2682,Corals,Corals,-75.9591,17.8988,4.0
2945,Corals,Corals,126.205,-12.0282,4.0
2947,Corals,Corals,125.194,-12.8565,4.0
1092,Corals,Algae,-159.428,-24.0251,4.0
4241,Corals,Algae,111.945,16.4008,4.0
1167,Microbes,Algae,-2.66309,37.1842,4.0
2728,Bryozoans,Algae,28.2294,36.2395,4.0
4266,Foraminifera,Foraminifera,114.045,-7.30625,4.0
652,Corals,Algae,-1.71732,37.9886,4.0
4272,Corals,Non-rudist bivalves,-78.9945,25.5534,4.0
4278,Corals,Foraminifera,39.2601,-10.5205,4.0
645,Corals,Algae,-78.2551,26.5524,4.0
2681,Corals,Corals,-82.6791,10.148,4.0
1980,Corals,Corals,-1.76535,35.1186,4.0
2679,Corals,Corals,-68.1827,12.1163,4.0
646,Corals,Corals,145.146,13.4498,4.0
3588,Corals,Corals,114.859,-8.09196,4.0
3331,Corals,Corals,-70.6672,19.5487,4.0
3330,Corals,Corals,-68.3933,12.1127,4.0
2678,Corals,Corals,-68.597,12.1428,4.0
650,Corals,Algae,-1.21963,38.4242,4.0
651,Corals,Algae,-1.55154,38.1394,4.0
3346,Corals,Corals,39.1237,-10.2611,4.0
836,Corals,Non-rudist bivalves,177.618,-45.7745,10.0
868,Corals,Algae,32.1266,35.0477,10.0
4246,,,116.337,10.2828,10.0
4147,Corals,Foraminifera,119.007,-0.213382,10.0
866,Corals,Algae,32.7567,34.9881,10.0
867,Corals,Algae,32.3224,34.6291,10.0
825,Microbes,"Serpulids, worms, vermetids",22.8357,50.0141,10.0
2652,Corals,Algae,-143.188,-26.1998,10.0
2214,Corals,Algae,107.297,8.31806,10.0
1472,Corals,Algae,-4.55363,37.1338,10.0
873,Corals,Algae,125.321,10.0413,10.0
1473,Corals,Algae,-4.33586,37.3353,10.0
1474,Corals,Corals,-4.57106,37.4419,10.0
3113,Corals,Algae,15.8013,38.4056,10.0
4206,Bryozoans,Non-rudist bivalves,36.1299,45.2788,10.0
4204,Bryozoans,Non-rudist bivalves,36.0097,45.2386,10.0
889,Corals,Algae,0.743547,39.0454,10.0
2680,Corals,Corals,-70.2029,19.5576,10.0
971,Algae,Corals,7.9529,44.9267,10.0
887,Corals,Algae,125.437,10.8493,10.0
880,Corals,Algae,124.117,10.4629,10.0
876,Corals,Algae,125.741,9.62866,10.0
3114,Corals,Algae,14.927,37.972,10.0
874,Corals,Algae,124.49,9.78315,10.0
3115,Corals,Algae,14.0161,37.7362,10.0
969,Corals,Algae,0.664731,41.3872,10.0
3094,Corals,Corals,50.8295,14.4962,10.0
662,Corals,Algae,-3.04041,37.5192,10.0
824,Corals,Non-rudist bivalves,-4.99364,33.5633,10.0
723,Corals,Algae,34.3829,32.4168,10.0
722,Corals,Algae,34.2445,31.7551,10.0
721,Corals,Algae,33.8495,31.2379,10.0
719,Corals,Algae,33.8052,30.7559,10.0
712,Algae,Bryozoans,13.9671,35.6551,10.0
711,Corals,Algae,13.8926,35.787,10.0
4307,,,116.089,-23.953,10.0
648,Corals,Algae,29.6996,36.3866,10.0
698,Corals,Corals,-2.82354,37.5539,10.0
2570,Corals,Corals,30.7167,37.2205,10.0
679,Corals,Algae,1.88848,39.8962,10.0
678,Corals,Algae,14.262,37.4842,10.0
649,Corals,Non-rudist bivalves,-2.36781,37.8627,10.0
672,,,-0.903656,39.7097,10.0
2569,Corals,Corals,30.8074,37.5291,10.0
667,Algae,Corals,9.67986,44.588,10.0
666,Corals,Algae,-2.92849,37.1258,10.0
4308,,,115.379,-24.1782,10.0
2266,Algae,Bryozoans,26.7846,48.4401,10.0
730,Corals,Algae,14.7639,36.8815,10.0
735,Corals,Algae,142.824,-14.2859,10.0
4311,,,117.182,-23.2692,10.0
4310,,,116.564,-23.3288,10.0
4367,Corals,Algae,111.648,16.7664,10.0
1352,Corals,Algae,-66.9394,18.1835,10.0
1351,Corals,Algae,-66.055,18.5314,10.0
1163,Corals,Algae,39.9465,14.0229,10.0
1162,Corals,Algae,40.8936,15.5683,10.0
1161,Corals,Algae,40.1705,15.3315,10.0
1627,Bryozoans,Bryozoans,35.944,45.5942,10.0
1626,Bryozoans,Microbes,35.1522,45.9079,10.0
786,Corals,Algae,-70.4193,19.6915,10.0
777,Corals,Algae,171.859,8.33409,10.0
2819,,,71.1794,-0.0110306,10.0
767,Corals,Algae,-75.8586,17.7039,10.0
751,Corals,Algae,109.9,4.96403,10.0
4309,,,116.441,-23.7949,10.0
4212,,,119.89,-17.5205,10.0
731,Algae,Algae,14.8947,36.7303,10.0
4369,Corals,,111.648,16.7664,10.0
2820,,,71.2124,1.2413,10.0
3282,Corals,Algae,23.1735,35.2118,10.0
3583,Corals,Algae,-5.94271,33.555,10.0
3281,Corals,Algae,24.3583,34.693,10.0
4106,,,119.148,-21.0876,10.0
3231,Corals,Algae,33.749,26.9916,10.0
1994,Corals,Algae,15.5599,38.1173,10.0
3280,Corals,Corals,24.4805,34.6573,10.0
3584,Corals,Algae,-2.25166,34.5056,10.0
3204,Corals,Corals,15.9497,38.8979,10.0
4052,Corals,Corals,-10.1427,35.5486,10.0
2133,Corals,Algae,121.057,-4.31598,10.0
4062,Corals,Algae,32.7752,34.0556,10.0
2031,Corals,Algae,93.247,11.0738,10.0
3420,Corals,Corals,23.6461,34.4747,10.0
4105,Corals,Algae,118.148,-22.8699,10.0
4107,,,117.653,-22.3492,10.0
2107,,,134.302,-7.72514,10.0
2132,Corals,Algae,120.892,-3.95577,10.0
2033,Corals,Corals,92.7151,9.80265,10.0
2046,Corals,Stromatoporoids,-80.8922,12.5749,10.0
2110,,,133.806,-8.05284,10.0
2143,Corals,Algae,2.86628,40.498,10.0
2000,Corals,Algae,-3.56074,34.0713,10.0
2142,Corals,Algae,3.29844,40.4336,10.0
2078,Corals,Algae,164.621,3.77443,10.0
3585,Corals,Corals,108.128,-7.42221,10.0
3153,Corals,Algae,132.69,25.8102,10.0
2077,Corals,Algae,158.257,4.48382,10.0
1835,Corals,Algae,-1.9418,38.4191,10.0
2028,Corals,Algae,-16.6607,33.0518,10.0
4040,Microbes,,2.07928,39.8487,10.0
2104,,,132.522,-6.77525,10.0
2211,Corals,Algae,120.985,-3.78519,10.0
3587,Corals,Corals,109.653,-7.28849,10.0
2213,Corals,Algae,108.039,7.92029,14.0
2937,Corals,Corals,118.774,-0.0824982,14.0
2818,,,71.2078,-0.319056,14.0
2817,,,71.3335,0.756922,14.0
2816,,,70.6712,-0.0384652,14.0
2815,,,70.5282,-1.11229,14.0
3590,Corals,Corals,113.655,1.96915,14.0
2814,,,69.7799,-1.68498,14.0
1978,Non-rudist bivalves,Corals,-4.71153,37.0271,14.0
4300,Foraminifera,Bryozoans,115.447,-25.0212,14.0
685,Corals,Algae,32.6634,26.5294,14.0
4301,Foraminifera,Bryozoans,115.09,-26.3062,14.0
4302,Foraminifera,Corals,116.51,-23.8873,14.0
4305,Foraminifera,Corals,117.273,-23.5773,14.0
668,Corals,Corals,-0.421625,35.6093,14.0
670,Corals,Corals,-1.6437,39.594,14.0
673,Corals,Corals,32.946,26.8983,14.0
676,"Serpulids, worms, vermetids",Microbes,21.2342,51.1274,14.0
4306,Foraminifera,Corals,117.447,-22.057,14.0
1993,Corals,Algae,6.20816,42.8077,14.0
2936,Corals,Corals,118.381,-0.176518,14.0
713,Corals,Corals,-163.921,22.3335,14.0
717,Corals,Algae,147.224,13.317,14.0
720,Corals,Algae,33.5999,30.3902,14.0
2109,,,134.311,-10.9108,14.0
1981,Corals,Algae,33.3486,30.3354,14.0
2813,,,69.8636,-0.435002,14.0
4296,Foraminifera,Corals,114.346,-25.7014,14.0
2941,Corals,Corals,118.905,1.1721,14.0
4293,Foraminifera,Bryozoans,111.75,-28.2234,14.0
1349,Corals,Algae,-65.3727,17.9721,14.0
1350,Corals,Algae,-65.7713,18.4731,14.0
3398,Corals,Algae,33.344,25.4281,14.0
2694,Corals,Corals,120.622,1.54593,14.0
3397,Corals,Algae,32.9711,25.9597,14.0
4294,Foraminifera,Bryozoans,113.248,-25.8188,14.0
3396,Corals,Algae,32.4521,26.8482,14.0
2135,Corals,Corals,142.054,-16.2468,14.0
2138,Corals,Algae,-177.465,30.8396,14.0
4259,Corals,Algae,33.4195,26.4158,14.0
4213,,,118.235,-22.1224,14.0
4207,Bryozoans,Algae,37.3678,44.899,14.0
2651,Algae,Corals,166.292,-28.029,14.0
2134,Corals,Algae,122.278,-3.88116,14.0
2812,,,70.1232,0.875425,14.0
1134,Algae,Bryozoans,20.899,50.3186,14.0
1132,Algae,Bryozoans,20.3957,50.3144,14.0
2946,Corals,Corals,120.175,-19.7353,14.0
2804,Corals,Algae,15.2619,45.8637,14.0
2777,Corals,Corals,-69.4061,17.6319,14.0
1089,Bryozoans,Bryozoans,139.515,46.7999,14.0
4299,Foraminifera,Bryozoans,114.0,-27.4363,14.0
4298,Foraminifera,Bryozoans,115.323,-24.7366,14.0
1133,Algae,Bryozoans,20.648,50.2832,14.0
4297,Foraminifera,Bryozoans,113.875,-27.1512,14.0
1126,Algae,Bryozoans,22.6674,49.9998,14.0
1127,Corals,Algae,24.5488,49.9315,14.0
1128,Algae,Bryozoans,24.7615,50.0335,14.0
1129,Algae,Bryozoans,24.5063,49.5145,14.0
1130,Algae,Bryozoans,22.4989,50.0317,14.0
1131,Algae,Bryozoans,23.5068,49.9899,14.0
4295,Foraminifera,Bryozoans,112.872,-28.1116,14.0
732,Non-rudist bivalves,Corals,19.1573,50.9651,14.0
745,,,147.974,-27.5776,14.0
734,Corals,Algae,141.701,-17.0083,14.0
881,Bryozoans,Bryozoans,-113.691,32.9586,14.0
2062,Corals,Algae,-16.9198,32.9757,14.0
879,Corals,Algae,125.077,10.2848,14.0
878,Corals,Algae,127.534,11.5206,14.0
877,Corals,Algae,126.722,10.1182,14.0
2061,Corals,Algae,-179.092,37.4382,14.0
875,Corals,Algae,126.742,10.9519,14.0
892,Algae,Corals,111.416,16.3054,14.0
872,Corals,Algae,126.514,9.97612,14.0
2095,,,53.8771,-5.72241,14.0
2096,,,53.0403,-4.89166,14.0
856,Algae,Corals,119.878,9.62165,14.0
850,Algae,Corals,-45.2432,1.70829,14.0
849,Algae,Corals,-46.7693,2.66811,14.0
848,Algae,Corals,-47.1425,4.15873,14.0
838,Corals,Bryozoans,16.0766,47.1855,14.0
2094,,,52.6242,-5.22618,14.0
823,Corals,Foraminifera,119.257,9.72184,14.0
893,Corals,Algae,112.215,16.7088,14.0
2069,Corals,Algae,118.461,-6.53409,14.0
960,Algae,"Serpulids, worms, vermetids",25.8001,48.5246,14.0
959,Algae,"Serpulids, worms, vermetids",20.7153,51.0838,14.0
963,Algae,"Serpulids, worms, vermetids",25.7088,48.9405,14.0
2091,Corals,Algae,123.72,-41.6208,14.0
2092,Corals,Algae,125.31,-41.8069,14.0
2076,Corals,Algae,161.749,3.46464,14.0
970,Corals,Algae,2.11743,43.7021,14.0
2068,Corals,Algae,118.69,-6.46712,14.0
2093,Corals,Algae,121.081,-42.0755,14.0
977,Corals,Corals,36.1379,20.1135,14.0
978,Corals,Corals,38.3939,14.7939,14.0
2074,Corals,Corals,44.1738,-16.3492,14.0
980,Corals,Algae,48.0536,23.8183,14.0
905,Bryozoans,"Serpulids, worms, vermetids",15.6518,46.9184,14.0
904,Corals,Corals,-76.9661,20.0432,14.0
901,Algae,Algae,24.3484,30.8351,14.0
976,Corals,Corals,36.0456,19.4311,14.0
822,Corals,Foraminifera,119.156,9.68915,14.0
4366,Algae,Corals,25.4964,49.5002,14.0
2098,,,159.682,-20.5016,14.0
3457,Corals,Algae,30.9456,36.9326,14.0
766,Corals,Algae,-75.5718,17.6471,14.0
761,Corals,Algae,113.081,5.15535,14.0
760,Corals,Algae,114.825,4.228,14.0
759,Corals,Algae,113.354,3.78522,14.0
758,Corals,Algae,30.82,37.4794,14.0
757,Corals,Algae,-60.5416,17.6273,14.0
768,Corals,Algae,-76.6546,17.8164,14.0
756,Corals,Corals,3.04732,40.2973,14.0
750,Corals,Algae,110.366,5.00375,14.0
2650,Algae,Corals,167.245,-28.6152,14.0
2103,,,133.103,-9.55528,14.0
738,Algae,Algae,141.513,-18.337,14.0
737,Corals,Algae,141.989,-17.6212,14.0
736,Corals,Algae,142.174,-17.9652,14.0
2106,,,134.832,-10.6144,14.0
755,Algae,Corals,115.365,21.4138,14.0
769,Corals,Algae,-172.885,25.5717,14.0
773,Corals,Algae,172.525,7.21097,14.0
2026,Corals,Algae,135.981,37.5511,14.0
2100,,,168.123,-24.7634,14.0
4371,Corals,,111.648,16.7664,14.0
807,Corals,Corals,148.239,15.235,14.0
2035,,,33.6458,35.8998,14.0
2032,Corals,Algae,93.5187,9.28798,14.0
801,Corals,Algae,-135.547,-20.2806,14.0
2029,Corals,Foraminifera,94.0086,10.5751,14.0
789,Algae,Foraminifera,136.059,37.2845,14.0
788,Corals,Algae,98.8268,3.30251,14.0
783,Corals,Algae,-177.465,30.8396,14.0
782,Corals,Algae,132.613,-9.8601,14.0
781,Corals,Algae,132.583,-9.83743,14.0
780,Corals,Algae,132.341,-9.31621,14.0
779,Corals,Algae,131.434,-9.46547,14.0
778,Corals,Algae,143.586,25.4056,14.0
776,Corals,Algae,175.568,7.10647,14.0
775,Corals,Algae,175.568,7.10647,14.0
733,Algae,Algae,19.1906,50.9793,14.0
2638,,,142.192,-17.9646,14.0
962,Algae,"Serpulids, worms, vermetids",27.4261,46.6704,14.0
3227,Corals,Algae,19.4299,50.773,14.0
2393,Non-rudist bivalves,Non-rudist bivalves,6.41685,47.1092,14.0
3279,Corals,Corals,-82.1439,31.3147,14.0
1624,Corals,Algae,22.2726,43.8294,14.0
3097,Corals,Corals,67.1839,21.1429,14.0
3575,"Serpulids, worms, vermetids",Microbes,25.956,48.3142,14.0
1704,Microbes,Algae,21.1233,51.0655,14.0
3907,Corals,Algae,15.0887,46.133,14.0
4103,Corals,Algae,115.199,-25.9589,14.0
3152,Corals,Algae,133.566,25.7327,14.0
3577,"Serpulids, worms, vermetids",Microbes,22.8676,44.6225,14.0
961,Algae,"Serpulids, worms, vermetids",26.4553,47.5297,14.0
2299,,,109.318,-6.35457,14.0
4203,Bryozoans,Non-rudist bivalves,34.9819,45.5547,14.0
2300,,,109.883,-6.06665,14.0
4202,Bryozoans,Algae,35.0807,45.7053,14.0
2203,Algae,Bryozoans,32.197,27.634,14.0
1623,Algae,Corals,23.0764,45.6892,14.0
3591,Corals,Corals,113.632,-6.75624,14.0
3093,Corals,Corals,49.8473,13.589,14.0
1625,Corals,Algae,22.0199,43.9107,14.0
203,Algae,Algae,13.7486,35.3142,14.0
4205,Non-rudist bivalves,"Serpulids, worms, vermetids",35.1241,45.4655,14.0
2267,Bryozoans,Algae,27.8368,47.4687,14.0
4372,Corals,,112.172,16.9125,14.0
3235,Corals,Algae,124.066,-40.1776,14.0
3157,Corals,Algae,179.856,-32.2548,14.0
2268,Bryozoans,Algae,27.2642,46.2987,14.0
2269,Bryozoans,Algae,27.6569,48.3844,14.0
1705,Microbes,Foraminifera,19.2147,50.9207,14.0
2270,Bryozoans,Algae,26.6133,49.7449,14.0
2566,Corals,Algae,31.1268,37.204,14.0
3601,Corals,Corals,-79.9376,8.74344,14.0
3021,Corals,Algae,18.4484,46.6851,14.0
2467,Corals,Corals,-58.8035,10.1867,14.0
3092,Corals,Corals,49.4174,13.2604,14.0
2215,Corals,Algae,113.714,4.56382,14.0
2271,Bryozoans,Algae,27.0079,47.9472,14.0
699,Algae,Algae,40.416,33.7672,19.0
1992,Corals,Algae,5.04918,42.9056,19.0
1998,Corals,Algae,-2.4748,38.1314,19.0
4092,Foraminifera,Algae,98.4507,8.51312,19.0
1997,Corals,Corals,-11.062,38.4405,19.0
1784,Corals,Corals,55.0713,18.8598,19.0
703,Corals,Algae,-63.4679,17.5668,19.0
864,Corals,Corals,32.9095,33.8064,19.0
863,Corals,Corals,31.9571,35.0587,19.0
862,Corals,Corals,32.4719,33.3353,19.0
708,Algae,Bryozoans,10.3405,34.7792,19.0
1995,Algae,Algae,-0.155035,40.5653,19.0
1996,Corals,Algae,-0.0184898,40.7976,19.0
861,Corals,Algae,120.635,10.882,19.0
700,Algae,Algae,42.8498,33.8541,19.0
865,Corals,Corals,31.951,35.0177,19.0
2821,Corals,Algae,112.203,-6.95843,19.0
1991,Corals,Algae,19.6034,31.0863,19.0
2354,,,111.007,12.4963,19.0
3409,Corals,Corals,4.19619,43.941,19.0
1983,Corals,Algae,33.7565,23.7527,19.0
1986,Corals,Corals,-2.31364,44.362,19.0
653,Corals,Algae,60.5017,21.4964,19.0
654,Corals,Algae,57.3664,22.6164,19.0
655,Corals,Algae,57.0971,23.4681,19.0
656,Corals,Algae,57.2129,21.602,19.0
4303,Foraminifera,Corals,114.624,-26.8978,19.0
1987,Corals,Stromatoporoids,-2.7729,43.7101,19.0
663,Corals,Algae,3.21662,43.2938,19.0
